0,2219,372,360,823,325,118,1938,845,193,234,1195,318,950,872,1374,303,502,811,403,819,504,889,1364,626,412,391,2051,137,246,700,821,449,893,1060,268,730,596,387,344,112,251,659,2869,1569,654,748,3600,63,513,165,666,855,954,793,217,789,5181,1237,105,514,956,380,117
828,0,388,394,740,322,141,1870,755,199,245,1178,361,1037,988,1406,329,485,835,374,822,413,878,1441,586,289,440,2213,179,252,659,755,405,880,1024,235,640,590,430,337,105,305,563,2792,1594,646,824,3808,88,522,164,673,824,893,807,242,772,5216,1244,148,457,963,439,84
760,2256,0,373,774,305,104,1929,758,217,266,1146,318,1077,1003,1339,347,458,821,408,773,434,914,1521,639,319,419,2264,158,253,734,756,327,900,964,241,721,580,383,401,130,290,625,2768,1585,597,819,3870,88,451,245,716,859,581,759,262,793,5272,1212,134,432,921,413,69
854,2504,359,0,813,273,142,1830,860,185,261,1193,288,958,880,1406,338,440,863,408,903,470,913,1303,646,408,439,1972,167,227,725,861,465,878,1146,247,710,597,371,338,106,237,629,2738,1468,722,732,3660,89,476,156,678,851,744,790,224,782,5151,1290,96,479,1014,333,115
759,2301,362,373,0,310,103,2006,833,214,269,1093,275,1005,927,1363,325,440,845,388,791,482,902,1458,632,247,405,2176,163,234,705,816,387,863,1047,266,686,572,441,350,104,272,653,2790,1563,602,832,3793,57,430,281,658,834,836,783,278,767,5222,1244,134,529,924,378,73
915,2063,316,395,812,0,120,1840,842,176,292,1161,280,986,871,1396,351,419,864,356,860,458,892,1365,614,366,496,2135,163,238,659,834,484,871,1065,310,668,586,403,335,101,212,593,2806,1483,738,787,3794,205,488,149,654,826,815,833,158,759,5285,1256,103,511,1050,371,104
833,2484,393,381,781,282,0,1756,820,265,244,1260,349,914,988,1419,323,489,898,397,932,444,901,1220,621,519,430,1986,142,265,764,827,451,889,1005,218,715,599,487,317,104,328,627,2637,1443,700,863,3569,164,588,138,690,844,561,849,218,764,5084,1245,111,439,1021,337,135
844,2173,366,425,828,297,121,0,802,234,262,1252,319,948,844,1387,332,481,858,406,865,535,933,1345,670,520,397,1985,137,244,736,790,412,891,1051,286,742,584,394,366,112,280,662,2593,1540,627,757,3638,134,521,183,669,860,811,781,242,793,5123,1268,135,545,999,315,101
729,1972,365,415,780,308,114,2085,0,186,275,1113,309,1004,922,1384,306,432,807,408,843,461,911,1469,642,473,400,2188,156,237,717,796,438,905,1077,300,685,619,424,345,86,272,580,2844,1647,604,804,3798,78,421,86,675,877,921,769,190,791,5180,1225,140,470,904,407,56
779,1846,346,361,810,272,125,1871,802,0,242,1089,265,959,925,1472,316,406,835,422,800,478,905,1466,629,341,419,2119,158,228,762,807,463,905,1096,282,744,576,409,366,108,245,650,2855,1611,657,763,3767,62,429,250,668,849,948,805,230,806,5281,1305,86,494,931,405,140
