9920,39744,6464,33856,8704,9280,2688,8000,6592,11968,8896,33920,42816,39488,44416,7424,12864,2624,6592,10048,15744,8576,6336,7040,11392,4224,11456,25408,5568,53504,9408,4672
27904,16768,6976,35264,6528,27520,3200,9408,6400,11008,7424,35264,42112,38208,41728,11200,11584,2048,9152,9088,17024,9152,7424,8576,11712,6656,10816,19200,5632,48640,12224,5184
35968,31744,1792,43136,5312,12480,2624,8256,5056,7104,5952,40128,47680,45248,48256,6080,9024,2048,6272,4928,12096,18432,6016,6400,9728,3328,8896,13504,5184,56768,8960,4032
16640,33920,8448,17472,20416,17984,4352,11456,7360,14464,7936,30720,41088,31360,38784,8128,11776,2240,4992,9920,17984,13888,9024,7168,10432,4864,12288,19520,7424,50368,13568,4672
5760,39872,5568,33664,2048,24384,2880,10176,6464,11968,7936,24704,42112,37184,43712,8256,10368,3072,5632,9024,17408,7360,8768,8768,18176,6912,12032,31936,5440,51200,11008,4800
20736,39680,4480,34624,5312,7936,4992,10176,9280,13120,8128,33664,45056,39104,43072,8640,10304,3392,7744,4992,14784,9152,10944,7488,6976,5376,9856,16640,6208,62464,7936,4224
10176,36672,5440,37184,8960,9600,1408,8512,5696,11456,6080,37120,47680,42176,47872,5248,10688,2368,6592,5184,14464,6720,6784,5888,31040,4096,9792,13632,3776,65216,9152,5184
22336,37952,5696,32704,6208,13760,3264,5184,5056,11264,8448,33600,41088,37376,42368,10304,13888,2752,7424,9344,17984,11904,8512,8256,15552,5760,12096,17728,4736,50240,10624,4928
11328,39936,5248,34816,11520,8768,3968,9408,3200,13312,7104,34048,44544,38464,44608,6208,10688,2368,6016,8128,16576,9024,6784,6592,13952,4160,10432,29056,4928,60160,9856,4928
17344,40128,4416,41216,7488,12864,2368,8128,5376,4224,4992,42112,50432,46464,48832,5184,8512,2624,6976,4352,13056,6016,6016,5952,10752,2944,7616,25152,3584,57344,15040,2880
13440,38400,5696,37120,9088,16896,1856,8896,5184,10688,2880,36672,45888,42112,45760,6272,10176,2240,6848,5888,14976,17984,8128,7552,18944,4608,9792,15488,4544,54848,7424,4672
27008,42304,6208,37504,6784,9152,2752,8192,6400,10560,5056,20032,44608,37184,44352,8512,10240,3072,5184,9152,14976,19840,6976,7616,16320,6336,9856,15808,5504,45888,9408,4160
21056,32768,6208,34560,11328,12608,3392,8960,7232,12096,7104,34816,22592,38208,43264,7104,10752,2880,6592,8576,16832,10048,7296,7872,24576,5056,10304,14464,6144,52352,12096,5248
4224,44928,5248,39616,6272,12480,2432,8640,6720,8384,6528,40256,46784,25088,46592,7744,9536,1792,6400,5248,14208,17792,7936,6208,18688,4928,9088,11200,3520,65472,7808,3776
30528,39552,7296,33856,13952,10944,3712,8896,6464,11648,7808,34752,43456,38464,19584,6208,9408,2240,6528,6976,16448,8448,6720,9024,11776,4992,9664,13504,7552,55936,11584,4736
7872,44096,6080,40064,6528,6528,2560,6912,5504,9152,5824,40192,47488,43584,47552,3520,9664,2880,5760,8576,13824,7872,5312,4672,5632,4352,9344,24896,4480,53504,32000,4160
6656,30976,8192,27584,6528,8576,4352,13504,8896,13952,8384,26688,37696,33216,37504,10368,5760,2688,9664,12480,20288,15936,9856,11584,9472,7616,13312,36288,7424,46784,16448,6976
24192,33984,3456,37824,3776,11648,3072,7680,6976,11520,7680,36544,46720,43968,46848,7808,9280,1344,4736,6144,14336,12160,8128,5440,24640,5632,10368,13696,5824,57216,7488,3264
27264,39168,5184,38080,8576,8640,3328,9088,5696,9472,8320,28480,45056,41984,46144,6592,9216,2432,3648,6464,14208,12288,6144,7616,10624,3904,8576,20416,4736,67456,7936,5056
